Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
35.26,46.5,139.4303,2.9985
35.28,46.5,139.4303,2.9985
35.3,46.5,139.4303,2.9985
35.32,46.5,139.4303,2.9985
35.34,46.5,139.4535,2.999
35.36,46.5,139.4303,2.9985
35.38,46.5,139.3837,2.9975
35.4,46.5,139.4535,2.999
35.42,46.5,139.4303,2.9985
35.44,46.5,139.4303,2.9985
35.46,46.5,139.4535,2.999
35.48,46.5,139.4303,2.9985
35.5,46.5,139.4303,2.9985
35.52,46.5,139.4303,2.9985
35.54,47,140.9295,2.9985
35.56,46.5,139.4303,2.9985
35.58,45.5,136.4317,2.9985
35.6,46.5,139.4303,2.9985
35.62,46.5,139.3837,2.9975
35.64,46.5,139.4303,2.9985
35.66,46.5,139.4303,2.9985
35.68,46.5,139.3837,2.9975
35.7,37.5,112.4438,2.9985
35.72,38,113.962,2.999
35.74,38,113.905,2.9975
35.76,38,113.943,2.9985
35.78,38,113.905,2.9975
35.8,38,113.943,2.9985
35.82,38,113.962,2.999
35.84,38,113.943,2.9985
35.86,38,113.905,2.9975
35.88,38,113.962,2.999
35.9,38,113.943,2.9985
35.92,38,113.943,2.9985
35.94,38,113.962,2.999
35.96,38,113.943,2.9985
35.98,38,113.905,2.9975
36,38,113.962,2.999
36.02,38,113.943,2.9985
36.04,40.5,121.4393,2.9985
36.06,40.5,121.4393,2.9985
36.08,40.5,121.4393,2.9985
36.1,40.5,121.4595,2.999
36.12,40,119.94,2.9985
36.14,40.5,121.3988,2.9975
36.16,40.5,121.4393,2.9985
36.18,40.5,121.4393,2.9985
36.2,40.5,121.4393,2.9985
36.22,40.5,121.3988,2.9975
36.24,40.5,121.3988,2.9975
36.26,40.5,121.3988,2.9975
36.28,40.5,121.4595,2.999
36.3,40.5,121.4393,2.9985
36.32,40.5,121.3988,2.9975
36.34,40.5,121.3988,2.9975
36.36,40.5,121.3988,2.9975
36.38,40.5,121.4393,2.9985
36.4,40.5,121.3988,2.9975
36.42,40.5,121.3988,2.9975
36.44,41,122.9385,2.9985
36.46,40.5,121.4393,2.9985
36.48,40.5,121.4393,2.9985
36.5,40.5,121.4393,2.9985
36.52,40.5,121.4393,2.9985
36.54,41,122.9385,2.9985
36.56,40.5,121.4393,2.9985
36.58,40.5,121.4393,2.9985
36.6,40.5,121.4393,2.9985
36.62,40.5,121.4393,2.9985
36.64,40.5,121.4595,2.999
36.66,40.5,121.4393,2.9985
36.68,40.5,121.4393,2.9985
36.7,49.5,148.3763,2.9975
36.72,49,146.8775,2.9975
36.74,49.5,148.3763,2.9975
36.76,49.5,148.4258,2.9985
36.78,49.5,148.4505,2.999
36.8,49.5,148.4258,2.9985
36.82,49.5,148.3763,2.9975
36.84,49.5,148.3763,2.9975
36.86,49.5,148.4258,2.9985
36.88,49.5,148.4258,2.9985
36.9,49.5,148.4505,2.999
36.92,49,146.9265,2.9985
36.94,49.5,148.4505,2.999
36.96,49.5,148.4258,2.9985
36.98,49.5,148.3763,2.9975
37,49.5,148.3763,2.9975
37.02,48.5,145.4515,2.999
37.04,48.5,145.4273,2.9985
37.06,48,143.88,2.9975
37.08,48.5,145.3788,2.9975
37.1,48.5,145.4273,2.9985
37.12,48.5,145.4273,2.9985
37.14,48.5,145.3788,2.9975
37.16,48.5,145.4515,2.999
37.18,48.5,145.3788,2.9975
37.2,48.5,145.3788,2.9975
37.22,48.5,145.4273,2.9985
37.24,48.5,145.4273,2.9985
37.26,48,143.928,2.9985
37.28,48,143.88,2.9975
37.3,48,143.928,2.9985
37.32,48,143.928,2.9985
37.34,48.5,145.3788,2.9975
37.36,48.5,145.4515,2.999
37.38,48.5,145.3788,2.9975
37.4,48,143.88,2.9975
37.42,48,143.88,2.9975
37.44,48.5,145.4515,2.999
37.46,48,143.952,2.999
37.48,48,143.928,2.9985
37.5,48.5,145.4515,2.999
37.52,48,143.928,2.9985
37.54,48.5,145.4273,2.9985
37.56,48,143.928,2.9985
37.58,48,143.928,2.9985
37.6,48,143.928,2.9985
37.62,48,143.928,2.9985
37.64,48.5,145.4273,2.9985
37.66,48.5,145.4273,2.9985
37.68,48,143.928,2.9985
37.7,39.5,118.4408,2.9985
37.72,40,119.94,2.9985
37.74,40,119.9,2.9975
37.76,39.5,118.4605,2.999
37.78,40,119.96,2.999
37.8,39.5,118.4408,2.9985
37.82,40,119.94,2.9985
37.84,40,119.9,2.9975
37.86,40,119.94,2.9985
37.88,40,119.94,2.9985
37.9,40,119.96,2.999
37.92,40,119.94,2.9985
37.94,40,119.94,2.9985
37.96,40,119.9,2.9975
37.98,40,119.96,2.999
38,40,119.9,2.9975
38.02,40,119.9,2.9975
38.04,40,119.94,2.9985
38.06,40,119.9,2.9975
38.08,40,119.9,2.9975
38.1,40,119.9,2.9975
38.12,40,119.9,2.9975
38.14,40,119.9,2.9975
38.16,40,119.94,2.9985
38.18,39.5,118.4408,2.9985
38.2,40,119.96,2.999
38.22,40,119.96,2.999
38.24,37.5,112.4625,2.999
38.26,37.5,112.4062,2.9975
38.28,37.5,112.4062,2.9975
38.3,37.5,112.4438,2.9985
38.32,37.5,112.4438,2.9985
38.34,38,113.943,2.9985
38.36,37.5,112.4438,2.9985
38.38,37.5,112.4438,2.9985
38.4,37.5,112.4625,2.999
38.42,37.5,112.4062,2.9975
38.44,38,113.943,2.9985
38.46,37.5,112.4438,2.9985
38.48,37.5,112.4062,2.9975
38.5,37.5,112.4625,2.999
38.52,37.5,112.4062,2.9975
38.54,37,110.9445,2.9985
38.56,37.5,112.4062,2.9975
38.58,37.5,112.4062,2.9975
38.6,37.5,112.4625,2.999
38.62,38,113.943,2.9985
38.64,38,113.962,2.999
38.66,37.5,112.4438,2.9985
38.68,37.5,112.4438,2.9985
38.7,46.5,139.4303,2.9985
38.72,46.5,139.4303,2.9985
38.74,46.5,139.4303,2.9985
38.76,46,137.931,2.9985
38.78,46,137.954,2.999
38.8,46,137.931,2.9985
38.82,46,137.931,2.9985
38.84,46.5,139.4535,2.999
38.86,46.5,139.4303,2.9985
38.88,46.5,139.4303,2.9985
38.9,46,137.931,2.9985
38.92,46.5,139.3837,2.9975
38.94,46.5,139.4303,2.9985
38.96,46.5,139.4303,2.9985
38.98,46,137.931,2.9985
39,46.5,139.4535,2.999
39.02,46.5,139.3837,2.9975
39.04,46.5,139.4535,2.999
39.06,46.5,139.4303,2.9985
39.08,46,137.931,2.9985
39.1,46.5,139.4303,2.9985
39.12,46.5,139.4303,2.9985
39.14,46.5,139.4303,2.9985
39.16,46.5,139.3837,2.9975
39.18,46.5,139.4303,2.9985
39.2,46.5,139.3837,2.9975
39.22,46.5,139.4535,2.999
39.24,46.5,139.4303,2.9985
39.26,46.5,139.4303,2.9985
39.28,46.5,139.4303,2.9985
39.3,46,137.954,2.999
39.32,46,137.885,2.9975
39.34,46.5,139.4303,2.9985
39.36,46,137.954,2.999
39.38,46,137.931,2.9985
39.4,46.5,139.4303,2.9985
39.42,46.5,139.4303,2.9985
39.44,46.5,139.4535,2.999
39.46,46.5,139.4535,2.999
39.48,46,137.931,2.9985
39.5,46.5,139.3837,2.9975
39.52,46.5,139.4303,2.9985
39.54,46.5,139.4535,2.999
39.56,46.5,139.3837,2.9975
39.58,49,146.9265,2.9985
39.6,49,146.951,2.999
39.62,49,146.9265,2.9985
39.64,49,146.9265,2.9985
39.66,49,146.9265,2.9985
39.68,49,146.951,2.999
39.7,40.5,121.4595,2.999
39.72,40.5,121.4393,2.9985
39.74,40.5,121.4393,2.9985
39.76,40.5,121.3988,2.9975
39.78,40.5,121.4393,2.9985
39.8,40.5,121.3988,2.9975
39.82,40.5,121.4393,2.9985
39.84,40.5,121.4393,2.9985
39.86,40.5,121.4393,2.9985
39.88,40.5,121.4393,2.9985
39.9,40,119.94,2.9985
39.92,40.5,121.4595,2.999
39.94,40.5,121.4393,2.9985
39.96,40.5,121.4393,2.9985
39.98,40.5,121.4393,2.9985
40,40.5,121.3988,2.9975
40.02,40,119.94,2.9985
40.04,41,122.9385,2.9985
40.06,40.5,121.3988,2.9975
40.08,40.5,121.4595,2.999
40.1,40,119.9,2.9975
40.12,40.5,121.4595,2.999
40.14,40.5,121.4595,2.999
40.16,40.5,121.4595,2.999
40.18,40,119.9,2.9975
40.2,39.5,118.4605,2.999
40.22,40.5,121.4393,2.9985
40.24,40.5,121.3988,2.9975
40.26,40.5,121.3988,2.9975
40.28,40.5,121.4393,2.9985
40.3,40.5,121.4393,2.9985
40.32,40.5,121.4595,2.999
40.34,40.5,121.4393,2.9985
40.36,40.5,121.4393,2.9985
40.38,40,119.94,2.9985
40.4,40.5,121.4595,2.999
40.42,40.5,121.4595,2.999
40.44,40.5,121.4595,2.999
40.46,40.5,121.4393,2.9985
40.48,40.5,121.4393,2.9985
40.5,40.5,121.4393,2.9985
40.52,40.5,121.4393,2.9985
40.54,40.5,121.4798,2.9995
40.56,40,119.9,2.9975
40.58,40.5,121.4393,2.9985
40.6,40,119.94,2.9985
40.62,40.5,121.3988,2.9975
40.64,40.5,121.4393,2.9985
40.66,40.5,121.4393,2.9985
40.68,40.5,121.3988,2.9975
40.7,49,146.9265,2.9985
40.72,49,146.9265,2.9985
40.74,49.5,148.3763,2.9975
40.76,49,146.9265,2.9985
40.78,49,146.9265,2.9985
40.8,49,146.9265,2.9985
40.82,49,146.9755,2.9995
40.84,48.5,145.3788,2.9975
40.86,49,146.951,2.999
40.88,49,146.9265,2.9985
40.9,49,146.8775,2.9975
40.92,46,137.885,2.9975
40.94,46,137.954,2.999
40.96,46,137.885,2.9975
40.98,46,137.931,2.9985
41,46,137.931,2.9985
41.02,46,137.931,2.9985
41.04,46.5,139.4303,2.9985
41.06,46,137.931,2.9985
41.08,46,137.885,2.9975
41.1,46,137.931,2.9985
41.12,46,137.931,2.9985
41.14,46,137.931,2.9985
41.16,46,137.954,2.999
41.18,46,137.885,2.9975
41.2,46,137.931,2.9985
41.22,46.5,139.3837,2.9975
41.24,46,137.954,2.999
41.26,46,137.931,2.9985
41.28,46,137.931,2.9985
41.3,46,137.931,2.9985
41.32,46,137.954,2.999
41.34,46,137.931,2.9985
41.36,46,137.885,2.9975
41.38,46,137.931,2.9985
41.4,46,137.931,2.9985
41.42,46,137.931,2.9985
41.44,46.5,139.3837,2.9975
41.46,46,137.954,2.999
41.48,46,137.931,2.9985
41.5,45,134.9325,2.9985
41.52,46,137.931,2.9985
41.54,46,137.931,2.9985
41.56,46,137.954,2.999
41.58,46,137.885,2.9975
41.6,46,137.931,2.9985
41.62,46,137.931,2.9985
41.64,46,137.931,2.9985
41.66,46,137.954,2.999
41.68,45,134.9325,2.9985
41.7,37.5,112.4438,2.9985
41.72,37.5,112.4062,2.9975
41.74,37.5,112.4438,2.9985
41.76,37.5,112.4625,2.999
41.78,37.5,112.4438,2.9985
41.8,37.5,112.4625,2.999
41.82,37,110.963,2.999
41.84,37,110.9445,2.9985
41.86,36.5,109.4453,2.9985
41.88,36.5,109.4087,2.9975
41.9,36.5,109.4453,2.9985
41.92,36.5,109.4453,2.9985
41.94,37,110.9075,2.9975
41.96,36.5,109.4635,2.999
41.98,36.5,109.4635,2.999
42,36.5,109.4087,2.9975
42.02,37,110.9075,2.9975
42.04,37,110.9445,2.9985
42.06,36.5,109.4453,2.9985
42.08,36.5,109.4453,2.9985
42.1,36.5,109.4635,2.999
42.12,37,110.9445,2.9985
42.14,37,110.9445,2.9985
42.16,36.5,109.4087,2.9975
42.18,36.5,109.4453,2.9985
42.2,36.5,109.4087,2.9975
42.22,37,110.9445,2.9985
42.24,37,110.9445,2.9985
42.26,36.5,109.4453,2.9985
42.28,36.5,109.4087,2.9975
42.3,36.5,109.4635,2.999
42.32,37,110.963,2.999
42.34,37,110.963,2.999
42.36,36.5,109.4453,2.9985
42.38,36.5,109.4635,2.999
42.4,36.5,109.4635,2.999
42.42,36.5,109.4453,2.9985
42.44,37,110.9445,2.9985
42.46,36.5,109.4453,2.9985
42.48,36.5,109.4453,2.9985
42.5,36.5,109.4453,2.9985
42.52,36.5,109.4087,2.9975
42.54,37,110.9445,2.9985
42.56,36.5,109.4635,2.999
42.58,36.5,109.4453,2.9985
42.6,36.5,109.4635,2.999
42.62,37,110.9075,2.9975
42.64,37,110.9075,2.9975
42.66,36.5,109.4453,2.9985
42.68,37,110.963,2.999
42.7,45.5,136.4545,2.999
42.72,45.5,136.4317,2.9985
42.74,45.5,136.4317,2.9985
42.76,45.5,136.4317,2.9985
42.78,45.5,136.4317,2.9985
42.8,45.5,136.3862,2.9975
42.82,45.5,136.4317,2.9985
42.84,45.5,136.4545,2.999
42.86,45.5,136.4545,2.999
42.88,45.5,136.4317,2.9985
42.9,45.5,136.4317,2.9985
42.92,45.5,136.3862,2.9975
42.94,45.5,136.4545,2.999
42.96,45.5,136.3862,2.9975
42.98,44.5,133.4555,2.999
43,45.5,136.4317,2.9985
43.02,46,137.954,2.999
43.04,45.5,136.4317,2.9985
43.06,45.5,136.4317,2.9985
43.08,45.5,136.4545,2.999
43.1,45.5,136.4317,2.9985
43.12,48.5,145.4273,2.9985
43.14,49,146.9265,2.9985
43.16,48,143.88,2.9975
43.18,48.5,145.3788,2.9975
43.2,48.5,145.4273,2.9985
43.22,48.5,145.4273,2.9985
43.24,49,146.9265,2.9985
43.26,48.5,145.4273,2.9985
43.28,48.5,145.4273,2.9985
43.3,49,146.9265,2.9985
43.32,48.5,145.4515,2.999
43.34,49,146.951,2.999
43.36,49,146.9265,2.9985
43.38,49,146.8775,2.9975
43.4,49,146.8775,2.9975
43.42,49,146.9265,2.9985
43.44,48.5,145.3788,2.9975
43.46,48.5,145.4273,2.9985
43.48,48.5,145.4515,2.999
43.5,48.5,145.3788,2.9975
43.52,49.5,148.4258,2.9985
43.54,49,146.8775,2.9975
43.56,48.5,145.4273,2.9985
43.58,49,146.9265,2.9985
43.6,49,146.951,2.999
43.62,49,146.8775,2.9975
43.64,48.5,145.4515,2.999
43.66,48.5,145.4515,2.999
43.68,48.5,145.4273,2.9985
43.7,40.5,121.4595,2.999
43.72,40.5,121.4595,2.999
43.74,40.5,121.4393,2.9985
43.76,40,119.94,2.9985
43.78,40,119.94,2.9985
43.8,40,119.9,2.9975
43.84,40,119.96,2.999
43.86,40.5,121.4393,2.9985
43.88,40,119.94,2.9985
43.9,40,119.9,2.9975
43.92,40.5,121.4393,2.9985
43.94,40.5,121.4595,2.999
43.96,40,119.94,2.9985
43.98,40,119.9,2.9975
44,40,119.94,2.9985
44.02,40.5,121.4393,2.9985
44.04,40.5,121.4393,2.9985
44.06,40.5,121.4595,2.999
44.08,40,119.96,2.999
44.1,40,119.98,2.9995
44.12,40.5,121.3785,2.997
44.14,40.5,121.4393,2.9985
44.16,40,119.94,2.9985
44.18,40.5,121.4393,2.9985
44.2,40.5,121.3988,2.9975
44.22,40,119.94,2.9985
44.24,40.5,121.4393,2.9985
44.26,40,119.94,2.9985
44.28,40,119.94,2.9985
44.3,40,119.96,2.999
44.32,40.5,121.4393,2.9985
44.34,40.5,121.4595,2.999
44.36,40,119.9,2.9975
44.38,40,119.94,2.9985
44.4,40,119.94,2.9985
44.42,40.5,121.4595,2.999
44.44,40.5,121.4393,2.9985
44.46,36.5,109.4087,2.9975
44.48,37.5,112.4625,2.999
44.5,37.5,112.4062,2.9975
44.52,37.5,112.4062,2.9975
44.54,37.5,112.4625,2.999
44.56,37.5,112.4438,2.9985
44.58,37.5,112.4438,2.9985
44.6,37.5,112.4062,2.9975
44.62,37.5,112.4062,2.9975
44.64,37,110.9075,2.9975
44.66,37.5,112.4062,2.9975
44.68,37.5,112.4438,2.9985
44.7,46,137.931,2.9985
44.72,46,137.931,2.9985
44.74,46,137.931,2.9985
44.76,46,137.885,2.9975
44.78,46,137.954,2.999
44.8,46,137.954,2.999
44.82,46,137.931,2.9985
44.84,46,137.931,2.9985
44.86,46,137.931,2.9985
44.88,46,137.931,2.9985
44.9,46,137.931,2.9985
44.92,46,137.931,2.9985
44.94,46,137.931,2.9985
44.96,46,137.954,2.999
44.98,45.5,136.3862,2.9975
45,46,137.931,2.9985
45.02,46,137.931,2.9985
45.04,46,137.931,2.9985
45.06,45.5,136.4317,2.9985
45.08,46,137.885,2.9975
45.1,46,137.954,2.999
45.12,46,137.931,2.9985
45.14,46,137.931,2.9985
45.16,46,137.954,2.999
45.18,45.5,136.4317,2.9985
45.2,46,137.931,2.9985
45.22,46,137.931,2.9985
45.24,46,137.931,2.9985
45.26,46,137.931,2.9985
45.28,46,137.931,2.9985
45.3,46,137.931,2.9985
45.32,46,137.954,2.999
45.34,46,137.885,2.9975
45.36,46,137.931,2.9985
45.38,46,137.954,2.999
45.4,45.5,136.4317,2.9985
45.42,46,137.885,2.9975
45.44,46,137.931,2.9985
45.46,46,137.931,2.9985
45.48,46,137.931,2.9985
45.5,46,137.954,2.999
45.52,46,137.931,2.9985
45.54,46,137.931,2.9985
45.56,46,137.931,2.9985
45.58,46,137.954,2.999
45.6,46,137.954,2.999
45.62,46,137.931,2.9985
45.64,46,137.931,2.9985
45.66,46,137.931,2.9985
45.68,45.5,136.4317,2.9985
45.7,37.5,112.4438,2.9985
45.72,37.5,112.4438,2.9985
45.74,37.5,112.4438,2.9985
45.76,37.5,112.4438,2.9985
45.78,37.5,112.4438,2.9985
45.8,40,119.94,2.9985
45.82,40.5,121.4393,2.9985
45.84,40,119.96,2.999
45.86,40,119.9,2.9975
45.88,40,119.94,2.9985
45.9,40,119.96,2.999
45.92,40.5,121.4393,2.9985
45.94,39.5,118.4408,2.9985
45.96,40,119.94,2.9985
45.98,40,119.94,2.9985
46,40,119.94,2.9985
46.02,40,119.94,2.9985
46.04,40,119.96,2.999
46.06,40,119.94,2.9985
46.08,39.5,118.4408,2.9985
46.1,39.5,118.4012,2.9975
46.12,39.5,118.4605,2.999
46.14,40,119.94,2.9985
46.16,40,119.94,2.9985
46.18,40,119.96,2.999
46.2,40,119.94,2.9985
46.22,40,119.94,2.9985
46.24,40,119.9,2.9975
46.26,40,119.94,2.9985
46.28,40,119.94,2.9985
46.3,39.5,118.4408,2.9985
46.32,40,119.94,2.9985
46.34,40,119.94,2.9985
46.36,39.5,118.4408,2.9985
46.38,40,119.94,2.9985
46.4,40,119.9,2.9975
46.42,40.5,121.4393,2.9985
46.44,40.5,121.4393,2.9985
46.46,39.5,118.4012,2.9975
46.48,40,119.96,2.999
46.5,39.5,118.4605,2.999
46.52,40,119.9,2.9975
46.54,40,119.94,2.9985
46.56,40,119.9,2.9975
46.58,40,119.94,2.9985
46.6,40,119.94,2.9985
46.62,40,119.94,2.9985
46.64,40,119.9,2.9975
46.66,40,119.94,2.9985
46.68,40,119.94,2.9985
46.7,48.5,145.4273,2.9985
46.72,48.5,145.4515,2.999
46.74,49,146.9265,2.9985
46.76,48.5,145.4273,2.9985
46.78,48.5,145.4515,2.999
46.8,48,143.88,2.9975
46.82,48,143.928,2.9985
46.84,48,143.928,2.9985
46.86,47.5,142.4288,2.9985
46.88,47.5,142.3812,2.9975
46.9,48,143.952,2.999
46.92,48,143.88,2.9975
46.94,48,143.928,2.9985
46.96,48,143.928,2.9985
46.98,48,143.928,2.9985
47,47.5,142.4288,2.9985
47.02,48,143.928,2.9985
47.04,48,143.88,2.9975
47.06,48,143.928,2.9985
47.08,48,143.88,2.9975
47.1,48,143.928,2.9985
47.12,48,143.952,2.999
47.14,47.5,142.4288,2.9985
47.16,48,143.856,2.997
47.18,47.5,142.4288,2.9985
47.2,48,143.88,2.9975
47.22,48,143.952,2.999
47.24,48,143.88,2.9975
47.26,48,143.928,2.9985
47.28,48,143.952,2.999
47.3,48,143.928,2.9985
47.32,48,143.88,2.9975
47.34,48,143.88,2.9975
47.36,48,143.88,2.9975
47.38,47.5,142.4288,2.9985
47.4,47.5,142.3812,2.9975
47.42,48,143.952,2.999
47.44,48,143.88,2.9975
47.46,48,143.952,2.999
47.48,48,143.88,2.9975
47.5,48,143.928,2.9985
47.52,48,143.928,2.9985
47.54,48.5,145.4273,2.9985
47.56,48,143.952,2.999
47.58,48,143.88,2.9975
47.6,47,140.953,2.999
47.62,48,143.928,2.9985
47.64,48,143.928,2.9985
47.66,48,143.952,2.999
47.68,48,143.88,2.9975
47.7,39.5,118.4605,2.999
47.72,39.5,118.4605,2.999
47.74,39.5,118.4408,2.9985
47.76,39.5,118.4012,2.9975
47.78,39.5,118.4012,2.9975
47.8,39.5,118.4605,2.999
47.82,39,116.9415,2.9985
47.84,39.5,118.4605,2.999
47.86,39,116.9025,2.9975
47.88,39.5,118.4408,2.9985
47.9,39.5,118.4408,2.9985
47.92,39.5,118.4012,2.9975
47.94,39.5,118.4408,2.9985
47.96,39,116.9415,2.9985
47.98,39.5,118.4605,2.999
48,37,110.963,2.999
48.02,37.5,112.4438,2.9985
48.04,37.5,112.4062,2.9975
48.06,37,110.9445,2.9985
48.08,37,110.9445,2.9985
48.1,37.5,112.4438,2.9985
48.12,37.5,112.4438,2.9985
48.14,37.5,112.4438,2.9985
48.16,37,110.9445,2.9985
48.18,37.5,112.4438,2.9985
48.2,37,110.9445,2.9985
48.22,37.5,112.4438,2.9985
48.24,37.5,112.4438,2.9985
48.26,37.5,112.4062,2.9975
48.28,37.5,112.4625,2.999
48.3,37,110.9445,2.9985
48.32,37.5,112.4438,2.9985
48.34,37.5,112.4438,2.9985
48.36,37,110.9075,2.9975
48.38,37.5,112.4438,2.9985
48.4,37,110.9445,2.9985
48.42,37.5,112.4438,2.9985
48.44,37.5,112.4625,2.999
48.46,37,110.9445,2.9985
48.48,37,110.9075,2.9975
48.5,37,110.9445,2.9985
48.52,37.5,112.4438,2.9985
48.54,37.5,112.4625,2.999
48.56,37,110.9445,2.9985
48.58,37,110.9445,2.9985
48.6,37,110.9075,2.9975
48.62,37.5,112.4438,2.9985
48.64,37.5,112.4625,2.999
48.66,37,110.9445,2.9985
48.68,37,110.9445,2.9985
48.7,46,137.885,2.9975
48.72,46,137.885,2.9975
48.74,46,137.885,2.9975
48.76,46,137.954,2.999
48.78,46,137.954,2.999
48.8,46,137.954,2.999
48.82,46,137.954,2.999
48.84,46,137.931,2.9985
48.86,46,137.954,2.999
48.88,46,137.954,2.999
48.9,46,137.885,2.9975
48.92,46.5,139.4303,2.9985
48.94,46,137.931,2.9985
48.96,46,137.885,2.9975
48.98,46,137.954,2.999
49,46,137.931,2.9985
49.02,46,137.885,2.9975
49.04,46,137.885,2.9975
49.06,46,137.954,2.999
49.08,45,134.9325,2.9985
49.1,46,137.931,2.9985
49.12,46,137.885,2.9975
49.14,46,137.954,2.999
49.16,46,137.954,2.999
49.18,46,137.931,2.9985
49.2,46,137.885,2.9975
49.22,46,137.931,2.9985
49.24,46,137.931,2.9985
49.26,45.5,136.4317,2.9985
49.28,46,137.931,2.9985
49.3,46,137.931,2.9985
49.32,46,137.931,2.9985
49.34,48.5,145.3788,2.9975
49.36,49,146.951,2.999
49.38,48.5,145.4273,2.9985
49.4,49,146.9265,2.9985
49.42,49,146.951,2.999
49.44,49,146.9265,2.9985
49.46,48.5,145.3788,2.9975
49.48,48.5,145.4273,2.9985
49.5,49,146.9265,2.9985
49.52,48.5,145.4273,2.9985
49.54,49,146.9265,2.9985
49.56,49,146.8775,2.9975
49.58,49,146.9265,2.9985
49.6,49,146.8775,2.9975
49.62,49,146.8775,2.9975
49.64,48.5,145.4273,2.9985
49.66,48.5,145.4273,2.9985
49.68,48.5,145.4273,2.9985
49.7,40,119.9,2.9975
49.72,40,119.9,2.9975
49.74,40,119.94,2.9985
49.76,40,119.9,2.9975
49.78,40,119.96,2.999
49.8,40,119.94,2.9985
49.82,40,119.96,2.999
49.84,40,119.94,2.9985
49.86,40,119.94,2.9985
49.88,40,119.96,2.999
49.9,40,119.94,2.9985
49.92,40,119.94,2.9985
49.94,40,119.94,2.9985
49.96,40,119.9,2.9975
49.98,40,119.9,2.9975
50,40,119.96,2.999
50.02,40,119.96,2.999
50.04,40,119.94,2.9985
50.06,39.5,118.4408,2.9985
50.08,40,119.94,2.9985
50.1,40,119.96,2.999
50.12,40,119.94,2.9985
50.14,40,119.96,2.999
50.16,40,119.9,2.9975
50.18,40,119.94,2.9985
50.2,40,119.94,2.9985
50.22,40,119.9,2.9975
50.24,40,119.96,2.999
50.26,40,119.9,2.9975
50.28,40,119.94,2.9985
50.3,40,119.94,2.9985
50.32,40,119.9,2.9975
50.34,40,119.94,2.9985
50.36,40,119.9,2.9975
50.38,40,119.96,2.999
50.4,40,119.94,2.9985
50.42,40,119.94,2.9985
50.44,40,119.94,2.9985
50.46,40,119.94,2.9985
50.48,40,119.94,2.9985
50.5,40,119.94,2.9985
50.52,40,119.9,2.9975
50.54,40,119.94,2.9985
50.56,39.5,118.4605,2.999
50.58,40,119.94,2.9985
50.6,40,119.94,2.9985
50.62,40,119.94,2.9985
50.64,40,119.94,2.9985
50.66,40,119.94,2.9985
50.68,37,110.9445,2.9985
50.7,46,137.931,2.9985
50.72,46,137.931,2.9985
50.74,46,137.931,2.9985
50.76,46,137.931,2.9985
50.78,46,137.954,2.999
50.8,45.5,136.4317,2.9985
50.82,46,137.885,2.9975
50.84,45.5,136.3862,2.9975
50.86,45.5,136.4317,2.9985
50.88,45.5,136.4317,2.9985
50.9,45.5,136.3862,2.9975
50.92,46,137.931,2.9985
50.94,46,137.885,2.9975
50.96,46,137.931,2.9985
50.98,45.5,136.4317,2.9985
51,46,137.954,2.999
51.02,46,137.954,2.999
51.04,45.5,136.4317,2.9985
51.06,45.5,136.4545,2.999
51.08,45.5,136.4317,2.9985
51.1,46,137.931,2.9985
51.12,46,137.954,2.999
51.14,46,137.931,2.9985
51.16,45.5,136.4317,2.9985
51.18,45.5,136.4545,2.999
51.2,46,137.954,2.999
51.22,46,137.954,2.999
51.24,46,137.885,2.9975
51.26,45.5,136.4317,2.9985
51.28,45.5,136.4317,2.9985
51.3,45.5,136.4317,2.9985
51.32,46,137.931,2.9985
51.34,45.5,136.4317,2.9985
51.36,45.5,136.4545,2.999
51.38,45.5,136.4317,2.9985
51.4,46,137.931,2.9985
51.42,46,137.931,2.9985
51.44,45.5,136.3862,2.9975
51.46,46,137.931,2.9985
51.48,46,137.931,2.9985
51.5,45.5,136.3862,2.9975
51.52,46,137.954,2.999
51.54,46,137.931,2.9985
51.56,46,137.931,2.9985
51.58,44.5,133.4333,2.9985
51.6,45,134.9325,2.9985
51.62,44.5,133.4333,2.9985
51.64,45,134.9325,2.9985
51.66,45,134.8875,2.9975
51.68,44.5,133.3887,2.9975
51.7,36,107.91,2.9975
51.72,36.5,109.4453,2.9985
51.74,36,107.946,2.9985
51.76,36,107.946,2.9985
51.78,36,107.964,2.999
51.8,36.5,109.4453,2.9985
51.82,36.5,109.4453,2.9985
51.84,36.5,109.4453,2.9985
51.86,36,107.946,2.9985
51.88,36,107.946,2.9985
51.9,36,107.946,2.9985
51.92,36.5,109.4635,2.999
51.94,36.5,109.4453,2.9985
51.96,36,107.946,2.9985
51.98,36,107.91,2.9975
52,36.5,109.4635,2.999
52.02,36.5,109.4635,2.999
52.04,35.5,106.4468,2.9985
52.06,36,107.946,2.9985
52.08,36,107.946,2.9985
52.1,36.5,109.4453,2.9985
52.12,36.5,109.4453,2.9985
52.14,36,107.946,2.9985
52.16,36,107.91,2.9975
52.18,36,107.946,2.9985
52.2,36.5,109.4087,2.9975
52.22,35.5,106.4468,2.9985
52.24,36,107.946,2.9985
52.26,36,107.946,2.9985
52.28,36,107.946,2.9985
52.3,36.5,109.4453,2.9985
52.32,36.5,109.4087,2.9975
52.34,36.5,109.4453,2.9985
52.36,36,107.946,2.9985
52.38,36,107.91,2.9975
52.4,36.5,109.4453,2.9985
52.42,36.5,109.4453,2.9985
52.44,36,107.91,2.9975
