Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
86.58,40,119.94,2.9985
86.6,40,119.9,2.9975
86.62,39.5,118.4012,2.9975
86.64,40,119.9,2.9975
86.66,40,119.96,2.999
86.68,40,119.96,2.999
86.7,48.5,145.4273,2.9985
86.72,49,146.8775,2.9975
86.74,49,146.9265,2.9985
86.76,49,146.8775,2.9975
86.78,49,146.9265,2.9985
86.8,49,146.9265,2.9985
86.82,48.5,145.3788,2.9975
86.84,49,146.8775,2.9975
86.86,48.5,145.4515,2.999
86.88,49,146.9265,2.9985
86.9,49,146.9265,2.9985
86.92,48.5,145.3788,2.9975
86.94,48.5,145.3788,2.9975
86.96,49,146.9265,2.9985
86.98,49,146.951,2.999
87,48.5,145.4273,2.9985
87.02,48.5,145.4273,2.9985
87.04,48.5,145.4273,2.9985
87.06,46.5,139.4535,2.999
87.08,46.5,139.3837,2.9975
87.1,46.5,139.4303,2.9985
87.12,46.5,139.4535,2.999
87.14,46.5,139.4535,2.999
87.16,46.5,139.4303,2.9985
87.18,46.5,139.4303,2.9985
87.2,46.5,139.4535,2.999
87.22,46.5,139.4303,2.9985
87.24,46.5,139.4303,2.9985
87.26,46.5,139.4303,2.9985
87.28,46.5,139.4535,2.999
87.3,46.5,139.4535,2.999
87.32,46,137.931,2.9985
87.34,46.5,139.4303,2.9985
87.36,46.5,139.4535,2.999
87.38,46.5,139.4535,2.999
87.4,46.5,139.4303,2.9985
87.42,46.5,139.4535,2.999
87.44,46.5,139.4303,2.9985
87.46,46.5,139.3837,2.9975
87.48,46.5,139.3837,2.9975
87.5,46.5,139.4303,2.9985
87.52,46.5,139.4535,2.999
87.54,46.5,139.4303,2.9985
87.56,46.5,139.4535,2.999
87.58,46.5,139.4535,2.999
87.6,46.5,139.4303,2.9985
87.62,46.5,139.4303,2.9985
87.64,46.5,139.4303,2.9985
87.66,46.5,139.4535,2.999
87.68,46.5,139.4303,2.9985
87.7,38,113.962,2.999
87.72,37.5,112.4438,2.9985
87.74,38,113.943,2.9985
87.76,38,113.943,2.9985
87.78,38,113.943,2.9985
87.8,37.5,112.4062,2.9975
87.82,38,113.905,2.9975
87.84,37.5,112.4438,2.9985
87.86,38,113.905,2.9975
87.88,38,113.943,2.9985
87.9,38,113.962,2.999
87.92,38,113.962,2.999
87.94,37.5,112.4438,2.9985
87.96,38,113.905,2.9975
87.98,38,113.962,2.999
88,38,113.943,2.9985
88.02,38,113.962,2.999
88.04,37.5,112.4625,2.999
88.06,38,113.943,2.9985
88.08,38,113.943,2.9985
88.1,37,110.9075,2.9975
88.12,37.5,112.4813,2.9995
88.14,37.5,112.4062,2.9975
88.16,38,113.943,2.9985
88.18,38,113.943,2.9985
88.2,37.5,112.4438,2.9985
88.22,37.5,112.4438,2.9985
88.24,37.5,112.4438,2.9985
88.26,38,113.943,2.9985
88.28,38,113.943,2.9985
88.3,37.5,112.4062,2.9975
88.32,37.5,112.4438,2.9985
88.34,37.5,112.4062,2.9975
88.36,38,113.962,2.999
88.38,40.5,121.4798,2.9995
88.4,40.5,121.4393,2.9985
88.42,40.5,121.3988,2.9975
88.44,40.5,121.4393,2.9985
88.46,40.5,121.4595,2.999
88.48,40.5,121.4393,2.9985
88.5,40.5,121.4393,2.9985
88.52,40,119.9,2.9975
88.54,40.5,121.4595,2.999
88.56,40.5,121.4393,2.9985
88.58,40.5,121.4393,2.9985
88.6,40.5,121.4393,2.9985
88.62,40.5,121.4393,2.9985
88.64,40.5,121.4393,2.9985
88.66,40.5,121.3988,2.9975
88.68,40.5,121.4595,2.999
88.7,49,146.8775,2.9975
88.72,49,146.951,2.999
88.74,49.5,148.4258,2.9985
88.76,49.5,148.4258,2.9985
88.78,49,146.8775,2.9975
88.8,49,146.9265,2.9985
88.82,49,146.951,2.999
88.84,49,146.9265,2.9985
88.86,49.5,148.4258,2.9985
88.88,49,146.8775,2.9975
88.9,49,146.8775,2.9975
88.92,49,146.951,2.999
88.94,49,146.951,2.999
88.96,49.5,148.4258,2.9985
88.98,49,146.9265,2.9985
89,49,146.9265,2.9985
89.02,49,146.9265,2.9985
89.04,49,146.9755,2.9995
89.06,49.5,148.3763,2.9975
89.08,49.5,148.4258,2.9985
89.1,49,146.951,2.999
89.12,49,146.9265,2.9985
89.14,49,146.8775,2.9975
89.16,49.5,148.4258,2.9985
89.18,49,146.9265,2.9985
89.2,49,146.9265,2.9985
89.22,49,146.9265,2.9985
89.24,49,146.9265,2.9985
89.26,49.5,148.4753,2.9995
89.28,49,146.8775,2.9975
89.3,49,146.9265,2.9985
89.32,49.5,148.4258,2.9985
89.34,49,146.8775,2.9975
89.36,49.5,148.4258,2.9985
89.38,49,146.951,2.999
89.4,49,146.9265,2.9985
89.42,49,146.9265,2.9985
89.44,49,146.9265,2.9985
89.46,49.5,148.4505,2.999
89.48,49,146.9265,2.9985
89.5,49,146.951,2.999
89.52,49,146.9265,2.9985
89.54,49,146.951,2.999
89.56,49.5,148.4258,2.9985
89.58,48.5,145.4273,2.9985
89.6,49,146.9265,2.9985
89.62,49,146.9265,2.9985
89.64,49,146.9265,2.9985
89.66,49.5,148.3763,2.9975
89.68,49,146.8775,2.9975
89.7,40.5,121.3988,2.9975
89.72,37.5,112.4438,2.9985
89.74,38,113.943,2.9985
89.76,38,113.943,2.9985
89.78,37.5,112.4062,2.9975
89.8,37.5,112.4062,2.9975
89.82,37.5,112.4438,2.9985
89.84,37.5,112.4625,2.999
89.86,38,113.962,2.999
89.88,38,113.905,2.9975
89.9,37.5,112.4625,2.999
89.92,37.5,112.4813,2.9995
89.94,37.5,112.4438,2.9985
89.96,38,113.905,2.9975
89.98,38,113.943,2.9985
90,37.5,112.4438,2.9985
90.02,37.5,112.4438,2.9985
90.04,37.5,112.4438,2.9985
90.06,38,113.905,2.9975
90.08,37.5,112.4438,2.9985
90.1,37.5,112.4062,2.9975
90.12,37.5,112.4625,2.999
90.14,37.5,112.3875,2.997
90.16,38,113.943,2.9985
90.18,38,113.943,2.9985
90.2,37.5,112.4062,2.9975
90.22,37.5,112.4062,2.9975
90.24,37.5,112.4438,2.9985
90.26,38,113.905,2.9975
90.28,37.5,112.4438,2.9985
90.3,37.5,112.4438,2.9985
90.32,37.5,112.4438,2.9985
90.34,37.5,112.4438,2.9985
90.36,38,113.962,2.999
90.38,38,113.943,2.9985
90.4,37.5,112.4438,2.9985
90.42,37.5,112.4438,2.9985
90.44,37,110.9445,2.9985
90.46,37,110.9445,2.9985
90.48,37,110.9075,2.9975
90.5,37,110.9445,2.9985
90.52,37,110.9445,2.9985
90.54,37,110.9445,2.9985
90.56,37,110.9075,2.9975
90.58,37,110.963,2.999
90.6,37,110.963,2.999
90.62,37,110.963,2.999
90.64,37,110.963,2.999
90.66,37,110.9445,2.9985
90.68,37,110.963,2.999
90.7,45.5,136.4317,2.9985
90.72,45,134.8875,2.9975
90.74,45,134.955,2.999
90.76,45,134.9325,2.9985
90.78,45.5,136.4545,2.999
90.8,45.5,136.3862,2.9975
90.82,45,134.955,2.999
90.84,45.5,136.4545,2.999
90.86,45.5,136.4545,2.999
90.88,45.5,136.4545,2.999
90.9,45.5,136.4317,2.9985
90.92,45.5,136.4317,2.9985
90.94,45,134.955,2.999
90.96,45.5,136.3862,2.9975
90.98,45,134.8875,2.9975
91,45.5,136.4545,2.999
91.02,45,134.9325,2.9985
91.04,45.5,136.4317,2.9985
91.06,45,134.8875,2.9975
91.08,45.5,136.4317,2.9985
91.1,45.5,136.4317,2.9985
91.12,45,134.9325,2.9985
91.14,45.5,136.3862,2.9975
91.16,45.5,136.4317,2.9985
91.18,45.5,136.4317,2.9985
91.2,45,134.9325,2.9985
91.22,45.5,136.3862,2.9975
91.24,44.5,133.4333,2.9985
91.26,45.5,136.4317,2.9985
91.28,45.5,136.4317,2.9985
91.3,45.5,136.4317,2.9985
91.32,45,134.9325,2.9985
91.34,45,134.8875,2.9975
91.36,45.5,136.4317,2.9985
91.38,45.5,136.4317,2.9985
91.4,45,134.955,2.999
91.42,45,134.9325,2.9985
91.44,45.5,136.4317,2.9985
91.46,45.5,136.4317,2.9985
91.48,45,134.9325,2.9985
91.5,45,134.9325,2.9985
91.52,45,134.8875,2.9975
91.54,45,134.9325,2.9985
91.56,46,137.954,2.999
91.58,45.5,136.4317,2.9985
91.6,45,134.9325,2.9985
91.62,45,134.9325,2.9985
91.64,45,134.8875,2.9975
91.66,45,134.955,2.999
91.68,46,137.954,2.999
91.7,37,110.9445,2.9985
91.72,37,110.9445,2.9985
91.74,37,110.9445,2.9985
91.76,37,110.9445,2.9985
91.78,37,110.963,2.999
91.8,37,110.9075,2.9975
91.82,37,110.9445,2.9985
91.84,37,110.9445,2.9985
91.86,37.5,112.4438,2.9985
91.88,37,110.963,2.999
91.9,37,110.963,2.999
91.92,37,110.9445,2.9985
91.94,40.5,121.4393,2.9985
91.96,40.5,121.4393,2.9985
91.98,40,119.94,2.9985
92,40,119.94,2.9985
92.02,40.5,121.4595,2.999
92.04,40.5,121.3988,2.9975
92.06,40.5,121.3988,2.9975
92.08,40.5,121.4393,2.9985
92.1,40.5,121.3988,2.9975
92.12,40.5,121.3988,2.9975
92.14,40.5,121.4393,2.9985
92.16,40.5,121.4393,2.9985
92.18,40.5,121.4393,2.9985
92.2,40,119.9,2.9975
92.22,40.5,121.4595,2.999
92.24,40,119.94,2.9985
92.26,40.5,121.3988,2.9975
92.28,40.5,121.3988,2.9975
92.3,40,119.94,2.9985
92.32,40,119.9,2.9975
92.34,40.5,121.4798,2.9995
92.36,40.5,121.4393,2.9985
92.38,40.5,121.4798,2.9995
92.4,40,119.94,2.9985
92.42,40,119.94,2.9985
92.44,40.5,121.4393,2.9985
92.46,40.5,121.4393,2.9985
92.48,40.5,121.4393,2.9985
92.5,40,119.9,2.9975
92.52,40.5,121.4393,2.9985
92.54,39.5,118.4408,2.9985
92.56,40.5,121.4595,2.999
92.58,40.5,121.4393,2.9985
92.6,40.5,121.4393,2.9985
92.62,40.5,121.3988,2.9975
92.64,40,119.94,2.9985
92.66,40.5,121.3988,2.9975
92.68,40.5,121.4393,2.9985
92.7,48.5,145.4515,2.999
92.72,48,143.928,2.9985
92.74,48.5,145.4273,2.9985
92.76,48.5,145.4515,2.999
92.78,49,146.9265,2.9985
92.8,49,146.951,2.999
92.82,49,146.8775,2.9975
92.84,49,146.951,2.999
92.86,49,146.9265,2.9985
92.88,49,146.9265,2.9985
92.9,49,146.9265,2.9985
92.92,48.5,145.4273,2.9985
92.94,49,146.9265,2.9985
92.96,49,146.9265,2.9985
92.98,49,146.9265,2.9985
93,49,146.9265,2.9985
93.02,49,146.951,2.999
93.04,49,146.951,2.999
93.06,49,146.9265,2.9985
93.08,49,146.8775,2.9975
93.1,49,146.951,2.999
93.12,49,146.8775,2.9975
93.14,49,146.9265,2.9985
93.16,49,146.951,2.999
93.18,49,146.9265,2.9985
93.2,49,146.8775,2.9975
93.22,49,146.9265,2.9985
93.24,49,146.9265,2.9985
93.26,46,137.931,2.9985
93.28,46.5,139.4303,2.9985
93.3,46,137.931,2.9985
93.32,46.5,139.4303,2.9985
93.34,46,137.931,2.9985
93.36,46.5,139.4303,2.9985
93.38,46.5,139.4303,2.9985
93.4,46,137.931,2.9985
93.42,46,137.931,2.9985
93.44,46.5,139.4535,2.999
93.46,46.5,139.3837,2.9975
93.48,46,137.931,2.9985
93.5,46,137.931,2.9985
93.52,46.5,139.4303,2.9985
93.54,46.5,139.3837,2.9975
93.56,46,137.931,2.9985
93.58,46.5,139.4303,2.9985
93.6,46.5,139.4535,2.999
93.62,46.5,139.3837,2.9975
93.64,46.5,139.4303,2.9985
93.66,46,137.931,2.9985
93.68,46,137.931,2.9985
93.7,37.5,112.4625,2.999
93.72,37.5,112.4625,2.999
93.74,37.5,112.4438,2.9985
93.76,37.5,112.4438,2.9985
93.78,37.5,112.4438,2.9985
93.8,37.5,112.4062,2.9975
93.82,37.5,112.4438,2.9985
93.84,37.5,112.4438,2.9985
93.86,37.5,112.4062,2.9975
93.88,37.5,112.4438,2.9985
93.9,37.5,112.4062,2.9975
93.92,37.5,112.4438,2.9985
93.94,37.5,112.4438,2.9985
93.96,37.5,112.4438,2.9985
93.98,37.5,112.4438,2.9985
94,37.5,112.4625,2.999
94.02,37,110.9815,2.9995
94.04,37.5,112.4438,2.9985
94.06,37.5,112.4438,2.9985
94.08,37.5,112.4438,2.9985
94.1,37.5,112.4438,2.9985
94.12,37.5,112.4625,2.999
94.14,37.5,112.4438,2.9985
94.16,37.5,112.4438,2.9985
94.18,37.5,112.4438,2.9985
94.2,37,110.963,2.999
94.22,37.5,112.4625,2.999
94.24,37.5,112.4438,2.9985
94.26,38,113.943,2.9985
94.28,37.5,112.4438,2.9985
94.3,37.5,112.4062,2.9975
94.32,37.5,112.4438,2.9985
94.34,37.5,112.4438,2.9985
94.36,37.5,112.4438,2.9985
94.38,37.5,112.4438,2.9985
94.4,37.5,112.4438,2.9985
94.42,37.5,112.4438,2.9985
94.44,37.5,112.4438,2.9985
94.46,37.5,112.4062,2.9975
94.48,37.5,112.4438,2.9985
94.5,37.5,112.4438,2.9985
94.52,37.5,112.4438,2.9985
94.54,37.5,112.4625,2.999
94.56,37.5,112.4438,2.9985
94.58,37.5,112.4438,2.9985
94.6,40.5,121.4393,2.9985
94.62,40,119.96,2.999
94.64,40.5,121.3988,2.9975
94.66,40.5,121.4595,2.999
94.68,40,119.9,2.9975
94.7,48.5,145.4273,2.9985
94.72,48.5,145.4273,2.9985
94.74,48.5,145.4515,2.999
94.76,49,146.9265,2.9985
94.78,48.5,145.4273,2.9985
94.8,48.5,145.4273,2.9985
94.82,49,146.9265,2.9985
94.84,48.5,145.4273,2.9985
94.86,49,146.9265,2.9985
94.88,49,146.9265,2.9985
94.9,48.5,145.4273,2.9985
94.92,48.5,145.4273,2.9985
94.94,49,146.9265,2.9985
94.96,49,146.8775,2.9975
94.98,49,146.8775,2.9975
95,48.5,145.4515,2.999
95.02,48.5,145.4515,2.999
95.04,49,146.9265,2.9985
95.06,49,146.9265,2.9985
95.08,48.5,145.4273,2.9985
95.1,48.5,145.4515,2.999
95.12,48.5,145.4515,2.999
95.14,48.5,145.4515,2.999
95.16,49,146.8775,2.9975
95.18,48.5,145.4273,2.9985
95.2,49,146.9265,2.9985
95.22,48.5,145.4273,2.9985
95.24,48.5,145.4273,2.9985
95.26,49,146.951,2.999
95.28,48.5,145.3788,2.9975
95.3,48.5,145.4273,2.9985
95.32,48.5,145.3788,2.9975
95.34,49,146.951,2.999
95.36,49,146.9265,2.9985
95.38,49,146.951,2.999
95.4,48.5,145.4515,2.999
95.42,48.5,145.4273,2.9985
95.44,48.5,145.3788,2.9975
95.46,49,146.951,2.999
95.48,49,146.8775,2.9975
95.5,48,143.952,2.999
95.52,48.5,145.3545,2.997
95.54,49,146.951,2.999
95.56,49,146.9265,2.9985
95.58,49,146.9265,2.9985
95.6,49,146.8775,2.9975
95.62,49,146.9265,2.9985
95.64,49,146.9265,2.9985
95.66,49,146.951,2.999
95.68,48,143.928,2.9985
95.7,40,119.94,2.9985
95.72,40,119.9,2.9975
95.74,40.5,121.4393,2.9985
95.76,40.5,121.4393,2.9985
95.78,40.5,121.4595,2.999
95.8,40,119.94,2.9985
95.82,39.5,118.4408,2.9985
95.84,39.5,118.4408,2.9985
95.86,39.5,118.4408,2.9985
95.88,39.5,118.4012,2.9975
95.9,39.5,118.4408,2.9985
95.92,39.5,118.4605,2.999
95.94,39.5,118.4408,2.9985
95.96,39.5,118.4408,2.9985
95.98,39.5,118.4012,2.9975
96,39.5,118.4408,2.9985
96.02,39.5,118.4012,2.9975
96.04,39.5,118.4605,2.999
96.06,40,119.94,2.9985
96.08,40,119.96,2.999
96.1,39.5,118.4408,2.9985
96.12,40,119.9,2.9975
96.14,39.5,118.4605,2.999
96.16,40,119.94,2.9985
96.18,39.5,118.4012,2.9975
96.2,39.5,118.4408,2.9985
96.22,39.5,118.4605,2.999
96.24,39.5,118.4605,2.999
96.26,39.5,118.4408,2.9985
96.28,39.5,118.4012,2.9975
96.3,39.5,118.4605,2.999
96.32,39.5,118.4408,2.9985
96.34,39.5,118.4408,2.9985
96.36,39.5,118.4408,2.9985
96.38,40,119.94,2.9985
96.4,39.5,118.4408,2.9985
96.42,39.5,118.4408,2.9985
96.44,39.5,118.4012,2.9975
96.46,39.5,118.4408,2.9985
96.48,39.5,118.4408,2.9985
96.5,39.5,118.4012,2.9975
96.52,39.5,118.4605,2.999
96.54,39.5,118.4408,2.9985
96.56,40,119.94,2.9985
96.58,39.5,118.4408,2.9985
96.6,39.5,118.4012,2.9975
96.62,39.5,118.4605,2.999
96.64,39.5,118.4012,2.9975
96.66,39.5,118.4408,2.9985
96.68,40,119.94,2.9985
96.7,48.5,145.3788,2.9975
96.72,48.5,145.4515,2.999
96.74,48.5,145.4273,2.9985
96.76,48.5,145.3788,2.9975
96.78,48.5,145.4515,2.999
96.8,48.5,145.4273,2.9985
96.82,46,137.931,2.9985
96.84,46.5,139.4535,2.999
96.86,46,137.931,2.9985
96.88,46,137.931,2.9985
96.9,46,137.931,2.9985
96.92,46,137.931,2.9985
96.94,46,137.931,2.9985
96.96,46,137.931,2.9985
96.98,45,134.955,2.999
97,46,137.931,2.9985
97.02,46,137.931,2.9985
97.04,46,137.954,2.999
97.06,46.5,139.3837,2.9975
97.08,46,137.931,2.9985
97.1,46,137.931,2.9985
97.12,46,137.954,2.999
97.14,46,137.885,2.9975
97.16,45.5,136.4317,2.9985
97.18,46,137.977,2.9995
97.2,46,137.885,2.9975
97.22,46,137.931,2.9985
97.24,46,137.931,2.9985
97.26,46,137.931,2.9985
97.28,46,137.885,2.9975
97.3,46,137.931,2.9985
97.32,46,137.931,2.9985
97.34,46.5,139.3605,2.997
97.36,46,137.931,2.9985
97.38,46,137.931,2.9985
97.4,46,137.931,2.9985
97.42,45.5,136.3862,2.9975
97.44,46,137.954,2.999
97.46,46.5,139.4303,2.9985
97.48,46,137.885,2.9975
97.5,46,137.931,2.9985
97.52,46,137.931,2.9985
97.54,46,137.931,2.9985
97.56,46,137.885,2.9975
97.58,46,137.885,2.9975
97.6,46,137.954,2.999
97.62,46,137.954,2.999
97.64,46,137.931,2.9985
97.66,46,137.931,2.9985
97.68,46,137.931,2.9985
97.7,37.5,112.4438,2.9985
97.72,37.5,112.4438,2.9985
97.74,37.5,112.4438,2.9985
97.76,37.5,112.4438,2.9985
97.78,37.5,112.4438,2.9985
97.8,37.5,112.4438,2.9985
97.82,37.5,112.4438,2.9985
97.84,37.5,112.4438,2.9985
97.86,37.5,112.4438,2.9985
97.88,37.5,112.4438,2.9985
97.9,37.5,112.4062,2.9975
97.92,37.5,112.4438,2.9985
97.94,37.5,112.4438,2.9985
97.96,37.5,112.4062,2.9975
97.98,37.5,112.4438,2.9985
98,37.5,112.4438,2.9985
98.02,37.5,112.4438,2.9985
98.04,37.5,112.4625,2.999
98.06,37.5,112.4438,2.9985
98.08,37.5,112.4438,2.9985
98.1,37.5,112.4625,2.999
98.12,37.5,112.4438,2.9985
98.14,40,119.96,2.999
98.16,40,119.94,2.9985
98.18,40,119.96,2.999
98.2,40,119.96,2.999
98.22,40,119.94,2.9985
98.24,40.5,121.4393,2.9985
98.26,40,119.96,2.999
98.28,40,119.94,2.9985
98.3,40,119.9,2.9975
98.32,40,119.94,2.9985
98.34,40,119.94,2.9985
98.36,40.5,121.4393,2.9985
98.38,40,119.96,2.999
98.4,40,119.98,2.9995
98.42,40,119.94,2.9985
98.44,40,119.9,2.9975
98.46,39.5,118.4408,2.9985
98.48,40,119.94,2.9985
98.5,40,119.94,2.9985
98.52,40,119.9,2.9975
98.54,40,119.96,2.999
98.56,40,119.94,2.9985
98.58,40,119.94,2.9985
98.6,40,119.94,2.9985
98.62,40,119.9,2.9975
98.64,39.5,118.4012,2.9975
98.66,40,119.94,2.9985
98.68,40,119.94,2.9985
98.7,49,146.951,2.999
98.72,48.5,145.3788,2.9975
98.74,49,146.9265,2.9985
98.76,49,146.951,2.999
98.78,49,146.8775,2.9975
98.8,49,146.8775,2.9975
98.82,48.5,145.4273,2.9985
98.84,48.5,145.4273,2.9985
98.86,49,146.9265,2.9985
98.88,49,146.9265,2.9985
98.9,49,146.9265,2.9985
98.92,49,146.9265,2.9985
98.94,48.5,145.4273,2.9985
98.96,49,146.8775,2.9975
98.98,49,146.9265,2.9985
99,48.5,145.4273,2.9985
99.02,49,146.8775,2.9975
99.04,49,146.9265,2.9985
99.06,49,146.951,2.999
99.08,49,146.951,2.999
99.1,48.5,145.4515,2.999
99.12,49,146.8775,2.9975
99.14,48.5,145.4515,2.999
99.16,49,146.9265,2.9985
99.18,49,146.9265,2.9985
99.2,49,146.951,2.999
99.22,49,146.9265,2.9985
99.24,49,146.9265,2.9985
99.26,49,146.951,2.999
99.28,48.5,145.3788,2.9975
99.3,49,146.951,2.999
99.32,49,146.8775,2.9975
99.34,48.5,145.4273,2.9985
99.36,49,146.9265,2.9985
99.38,49,146.951,2.999
99.4,49,146.9265,2.9985
99.42,49,146.9265,2.9985
99.44,49,146.9265,2.9985
99.46,49,146.951,2.999
99.48,46,137.954,2.999
99.5,46,137.885,2.9975
99.52,46,137.931,2.9985
99.54,46,137.931,2.9985
99.56,46,137.885,2.9975
99.58,46,137.885,2.9975
99.6,46,137.931,2.9985
99.62,46,137.931,2.9985
99.64,46,137.931,2.9985
99.66,46,137.885,2.9975
99.68,46,137.954,2.999
99.7,37.5,112.4438,2.9985
99.72,37.5,112.4438,2.9985
99.74,37.5,112.4438,2.9985
99.76,37.5,112.4062,2.9975
99.78,37.5,112.4438,2.9985
99.8,37.5,112.4625,2.999
99.82,37.5,112.4438,2.9985
99.84,37.5,112.4625,2.999
99.86,37.5,112.4438,2.9985
99.88,37.5,112.4438,2.9985
99.9,37.5,112.4438,2.9985
99.92,37.5,112.4062,2.9975
99.94,37.5,112.4625,2.999
99.96,37.5,112.4438,2.9985
99.98,37.5,112.4438,2.9985
100,37.5,112.4062,2.9975
100.02,37.5,112.4438,2.9985
100.04,37.5,112.4438,2.9985
100.06,37.5,112.4438,2.9985
100.08,37.5,112.4438,2.9985
100.1,36.5,109.4087,2.9975
100.12,36,107.91,2.9975
100.14,36.5,109.4635,2.999
100.16,37,110.9445,2.9985
100.18,36.5,109.4453,2.9985
100.2,36.5,109.4453,2.9985
100.22,36.5,109.4635,2.999
100.24,36.5,109.4453,2.9985
100.26,36.5,109.4087,2.9975
100.28,36.5,109.4453,2.9985
100.3,36.5,109.4453,2.9985
100.32,36.5,109.4453,2.9985
100.34,36.5,109.4087,2.9975
100.36,36.5,109.4453,2.9985
100.38,36.5,109.4635,2.999
100.4,36.5,109.4453,2.9985
100.42,36.5,109.4453,2.9985
100.44,36.5,109.4453,2.9985
100.46,36.5,109.4635,2.999
100.48,36.5,109.4453,2.9985
100.5,36.5,109.4635,2.999
100.52,36.5,109.4087,2.9975
100.54,36.5,109.4453,2.9985
100.56,36.5,109.4635,2.999
100.58,36.5,109.4453,2.9985
100.6,36.5,109.4087,2.9975
100.62,36.5,109.4453,2.9985
100.64,36.5,109.4453,2.9985
100.66,36.5,109.4453,2.9985
100.68,36.5,109.4453,2.9985
100.7,45,134.955,2.999
100.72,45,134.955,2.999
100.74,45,134.955,2.999
100.76,45,134.8875,2.9975
100.78,45,134.955,2.999
100.8,45,134.9325,2.9985
100.82,45,134.9325,2.9985
100.84,45,134.9325,2.9985
100.86,45,134.9325,2.9985
100.88,45,134.9325,2.9985
100.9,45,134.8875,2.9975
100.92,44.5,133.4333,2.9985
100.94,45,134.9325,2.9985
100.96,45,134.955,2.999
100.98,45,134.9325,2.9985
101,45,134.9325,2.9985
101.02,45,134.955,2.999
101.04,45,134.9325,2.9985
101.06,45,134.9325,2.9985
101.08,45,134.9325,2.9985
101.1,45,134.9325,2.9985
101.12,45,134.9325,2.9985
101.14,45,134.9325,2.9985
101.16,45,134.9775,2.9995
101.18,45,134.9325,2.9985
101.2,44.5,133.4333,2.9985
101.22,45,134.9325,2.9985
101.24,45,134.9325,2.9985
101.26,45,134.9325,2.9985
101.28,45,134.955,2.999
101.3,45,134.955,2.999
101.32,45,134.9325,2.9985
101.34,45,134.8875,2.9975
101.36,45,134.8875,2.9975
101.38,45,134.9325,2.9985
101.4,45,134.9325,2.9985
101.42,45,134.8875,2.9975
101.44,45,134.8875,2.9975
101.46,45,134.9325,2.9985
101.48,45,134.9325,2.9985
101.5,45,134.9325,2.9985
101.52,45,134.955,2.999
101.54,45.5,136.4317,2.9985
101.56,45.5,136.4317,2.9985
101.58,45,134.9325,2.9985
101.6,44.5,133.4555,2.999
101.62,45,134.9325,2.9985
101.64,45,134.9325,2.9985
101.66,45.5,136.4317,2.9985
101.68,45.5,136.4317,2.9985
101.7,40,119.96,2.999
101.72,40,119.94,2.9985
101.74,40,119.94,2.9985
101.76,40,119.94,2.9985
101.78,40,119.96,2.999
101.8,40,119.94,2.9985
101.82,40,119.96,2.999
101.84,40,119.94,2.9985
101.86,40.5,121.4393,2.9985
101.88,40,119.96,2.999
101.9,39.5,118.4408,2.9985
101.92,40,119.96,2.999
101.94,40,119.94,2.9985
101.96,40,119.9,2.9975
101.98,40,119.9,2.9975
102,40,119.94,2.9985
102.02,39.5,118.4605,2.999
102.04,40,119.94,2.9985
102.06,40,119.94,2.9985
102.08,40,119.94,2.9985
102.1,40,119.94,2.9985
102.12,40,119.94,2.9985
102.14,40,119.94,2.9985
102.16,40,119.94,2.9985
102.18,40,119.9,2.9975
102.2,40,119.9,2.9975
102.22,40,119.94,2.9985
102.24,40,119.96,2.999
102.26,40,119.96,2.999
102.28,40,119.9,2.9975
102.3,40,119.9,2.9975
102.32,40,119.94,2.9985
102.34,40,119.94,2.9985
102.36,40,119.96,2.999
102.38,40,119.94,2.9985
102.4,40,119.94,2.9985
102.42,40,119.94,2.9985
102.44,40,119.9,2.9975
102.46,40,119.94,2.9985
102.48,40,119.94,2.9985
102.5,40,119.88,2.997
102.52,40,119.9,2.9975
102.54,40,119.94,2.9985
102.56,40,119.94,2.9985
102.58,40,119.94,2.9985
102.6,40,119.94,2.9985
102.62,40,119.94,2.9985
102.64,40,119.94,2.9985
102.66,39.5,118.4408,2.9985
102.68,39.5,118.4605,2.999
102.7,48.5,145.4273,2.9985
102.72,48.5,145.3788,2.9975
102.74,48.5,145.4273,2.9985
102.76,48.5,145.4273,2.9985
102.78,48.5,145.4273,2.9985
102.8,48.5,145.4273,2.9985
102.82,48.5,145.3545,2.997
102.84,48.5,145.4273,2.9985
102.86,48.5,145.3788,2.9975
102.88,48.5,145.4273,2.9985
102.9,48.5,145.3788,2.9975
102.92,48.5,145.4273,2.9985
102.94,48.5,145.4515,2.999
102.96,48.5,145.4515,2.999
102.98,48.5,145.4515,2.999
103,48.5,145.4273,2.9985
103.02,45.5,136.4317,2.9985
103.04,45.5,136.4545,2.999
103.06,45.5,136.4317,2.9985
103.08,44.5,133.3887,2.9975
103.1,45.5,136.4317,2.9985
103.12,45.5,136.4317,2.9985
103.14,46,137.954,2.999
103.16,46,137.954,2.999
103.18,45.5,136.4545,2.999
103.2,45.5,136.4317,2.9985
103.22,45.5,136.4317,2.9985
103.24,46,137.931,2.9985
103.26,46,137.954,2.999
103.28,45.5,136.4317,2.9985
103.3,45.5,136.3862,2.9975
103.32,45.5,136.3862,2.9975
103.34,46,137.931,2.9985
103.36,46,137.885,2.9975
103.38,45.5,136.4545,2.999
103.4,46,137.931,2.9985
103.42,45.5,136.3862,2.9975
103.44,45.5,136.4317,2.9985
103.46,45.5,136.4317,2.9985
103.48,45.5,136.3862,2.9975
103.5,45.5,136.3862,2.9975
103.52,45.5,136.4545,2.999
